Location,lat,lon,cat,grp,cat1,cat2
Saint Francis of Assisi Statue,42.258612,-71.043955,"Art: Statue, religious",Art,Statue,Religious
Saint Gregory Church,42.274922,-71.06752,"Art: Statue, religious",Art,Statue,Religious
Saint Jean-Baptiste Marie Valleney,42.36279,-71.06551,"Art: Statue, religious",Art,Statue,Religious
Saint Jerome's Church,42.24468,-70.940738,"Art: Statue, religious",Art,Statue,Religious
Saint Jerome's Cross,42.415465,-71.193205,"Art: Statue, religious",Art,Statue,Religious
Saint John,42.337066,-71.047924,"Art: Statue, religious",Art,Statue,Religious
Saint John Bosco,42.482398,-71.098444,"Art: Statue, religious",Art,Statue,Religious
Saint Johns Church,42.145236,-71.008911,"Art: Statue, religious",Art,Statue,Religious
Saint Joseph's Parish,42.419533,-71.114066,"Art: Statue, religious",Art,Statue,Religious
Saint Joseph Cemetery,42.491929,-70.958949,"Art: Statue, religious",Art,Statue,Religious
"Saint Joseph Church, Lynn",42.467428,-70.940971,"Art: Statue, religious",Art,Statue,Religious
Saint Joseph Hall,42.373991,-71.194799,"Art: Statue, religious",Art,Statue,Religious
Saint Joseph Roman Catholic Church,42.150411,-71.007973,"Art: Statue, religious",Art,Statue,Religious
Saint Joseph the Carpenter,42.341425,-71.104143,"Art: Statue, religious",Art,Statue,Religious
Saint Julia Church,42.367407,-71.29982,"Art: Statue, religious",Art,Statue,Religious
Saint Julia Church,42.367416,-71.299489,"Art: Statue, religious",Art,Statue,Religious
Saint Katherine Drexel Parish Center,42.334363,-71.087761,"Art: Statue, religious",Art,Statue,Religious
Saint Lazarus Catholic Church,42.388456,-71.007229,"Art: Statue, religious",Art,Statue,Religious
Saint Luke's Evangelical Lutheran Church,42.22992,-71.160501,"Art: Statue, religious",Art,Statue,Religious
Saint Mary,42.380782,-71.066719,"Art: Statue, religious",Art,Statue,Religious
Saint Mary's Church,42.246182,-71.028941,"Art: Statue, religious",Art,Statue,Religious
Saint Mary's Parish ,42.463631,-70.952049,"Art: Statue, religious",Art,Statue,Religious
Saint Mary's Statue ,42.463787,-70.952388,"Art: Statue, religious",Art,Statue,Religious
Saint Mary and Baby Jesus,42.38616,-71.004972,"Art: Statue, religious",Art,Statue,Religious
Saint Mary of the Annunciation,42.367488,-71.099826,"Art: Statue, religious",Art,Statue,Religious
Saint Mesrob,42.370556,-71.164737,"Art: Statue, religious",Art,Statue,Religious
Saint Michael the Archangel Chapel,42.400802,-71.028857,"Art: Statue, religious",Art,Statue,Religious
Saint Michaels Cemetery,42.288705,-71.112708,"Art: Statue, religious",Art,Statue,Religious
Saint Monica's Church,42.329033,-71.052781,"Art: Statue, religious",Art,Statue,Religious
Saint Nectarios Greek Church,42.286579,-71.13213,"Art: Statue, religious",Art,Statue,Religious
Saint Patrick,42.212851,-71.04114,"Art: Statue, religious",Art,Statue,Religious
Saint Patrick's School,42.482965,-71.09802,"Art: Statue, religious",Art,Statue,Religious
Saint Patrick Church,42.325859,-71.075004,"Art: Statue, religious",Art,Statue,Religious
Saint Paul Catholic Church,42.298678,-71.288494,"Art: Statue, religious",Art,Statue,Religious
Saint Paul Parish,42.371258,-71.115831,"Art: Statue, religious",Art,Statue,Religious
Saint Peter's Episcopal Church,42.367213,-71.106839,"Art: Statue, religious",Art,Statue,Religious
Saint Peter Parish,42.307914,-71.064798,"Art: Statue, religious",Art,Statue,Religious
Saint Raphael,42.421317,-71.13416,"Art: Statue, religious",Art,Statue,Religious
Saint Raphael Convent,42.42021,-71.134911,"Art: Statue, religious",Art,Statue,Religious
Saint Rose Church,42.394448,-71.03131,"Art: Statue, religious",Art,Statue,Religious
Saint Snowden Of Brighton,42.34339,-71.162253,"Art: Statue, religious",Art,Statue,Religious
Saint Statue,42.426602,-71.079741,"Art: Statue, religious",Art,Statue,Religious
Saint Statute,42.22381,-71.187339,"Art: Statue, religious",Art,Statue,Religious
Saint Stephen's Armenian Apostolic Church,42.369553,-71.158042,"Art: Statue, religious",Art,Statue,Religious
Saint Susanna Church,42.267922,-71.185247,"Art: Statue, religious",Art,Statue,Religious
Saint Therese Church,42.417322,-71.046205,"Art: Statue, religious",Art,Statue,Religious
Saint Thomas Aquinas Church ,42.426549,-70.921398,"Art: Statue, religious",Art,Statue,Religious
Saint Thomas More,42.342185,-71.193424,"Art: Statue, religious",Art,Statue,Religious
Saint Timothy's Catholic Church,42.18373,-71.23452,"Art: Statue, religious",Art,Statue,Religious
Salada Tea Doors,42.349568,-71.071705,Art: Architecture,Art,Architecture,NA
Salem Street Mural,42.363754,-71.055801,Art: Mural,Art,Mural,NA
Salmon Catch and Blue Tundra,42.363684,-71.033445,Art: Painting,Art,Painting,NA
Salmon Sculpture,42.350886,-71.037961,Art: Sculpture,Art,Sculpture,NA
Samuel Appleton Building Frieze,42.357515,-71.054687,Art: Relief,Art,Relief,NA
Samuel Eliot Morison Statue,42.351163,-71.080867,Art: Statue,Art,Statue,NA
San Juan St Mural,42.340298,-71.074279,Art: Mural,Art,Mural,NA
Saturate The Moment Statue,42.375432,-71.122552,Art: Statue,Art,Statue,NA
Saugus Iron Works Bronze Model,42.468819,-71.008474,Art: Statue,Art,Statue,NA
Savin Hill 500 Years Ago Mural,42.311495,-71.053788,Art: Mural,Art,Mural,NA
School Mural,42.340577,-71.081485,Art: Mural,Art,Mural,NA
Science Center Sculpture,42.376146,-71.117211,Art: Sculpture,Art,Sculpture,NA
Scottie Dog Sculpture ,42.402636,-71.288507,Art: Sculpture,Art,Sculpture,NA
Sculpted Shoe Cylinder,42.370501,-71.103781,Art: Sculpture,Art,Sculpture,NA
Sculpture,42.362152,-71.062119,Art: Sculpture,Art,Sculpture,NA
Sculpture at 46 Brattle,42.373851,-71.121855,Art: Sculpture,Art,Sculpture,NA
Sculpture at the Center of Mall,42.321358,-71.17598,Art: Sculpture,Art,Sculpture,NA
Sculpture at UMass,42.311867,-71.035983,Art: Sculpture,Art,Sculpture,NA
Sculpture Bench,42.360069,-71.090286,Art: Sculpture,Art,Sculpture,NA
Sculpture Garden at Pemberton Farms,42.39394,-71.126003,Art: Sculpture,Art,Sculpture,NA
Sculpture in front of BU Commu,42.349238,-71.102293,Art: Sculpture,Art,Sculpture,NA
Sculpture in Front of Sorellina,42.349014,-71.077691,Art: Sculpture,Art,Sculpture,NA
Sculpture in St. Paul's Cemetery,42.406659,-71.136148,Art: Sculpture,Art,Sculpture,NA
Sculpture In The Woods,42.445464,-71.089302,Art: Sculpture,Art,Sculpture,NA
Sculpture on Columbus Avenue,42.340932,-71.081079,Art: Sculpture,Art,Sculpture,NA
Sculpture on the Wall,42.427108,-71.067073,Art: Sculpture,Art,Sculpture,NA
Sculpture Person ,42.350085,-71.081187,Art: Sculpture,Art,Sculpture,NA
"Sculpture, \Message Across from the Ocean\""""",42.295389,-71.189462,Art: Sculpture,Art,Sculpture,NA
Sculptures at Rey Waldstein,42.379212,-71.124179,Art: Sculpture,Art,Sculpture,NA
Sea Bottle Box,42.429351,-71.061223,Art: Electrical Box,Art,Electrical Box,NA
Sea Life Terrazzo,42.364246,-71.019795,Art: Art,Art,Art,NA
Seabiscuit Statue,42.393724,-71.001168,Art: Statue,Art,Statue,NA
Seafoam and Nautilus Keystone Embellishments,42.350286,-71.050723,Art: Architecture,Art,Architecture,NA
Seal Chasing Fish Statue,42.359469,-71.048513,Art: Statue,Art,Statue,NA
Seal Sculpture at Artesani Playground,42.364405,-71.137891,Art: Sculpture,Art,Sculpture,NA
Sealife Floor,42.366962,-71.016783,Art: Art,Art,Art,NA
Seaport Wind Sculpture,42.348994,-71.039827,Art: Sculpture,Art,Sculpture,NA
Seashell Sculpture,42.204812,-71.11177,Art: Sculpture,Art,Sculpture,NA
Season Tree Box,42.414593,-71.151472,Art: Electrical Box,Art,Electrical Box,NA
Seasonal Paintings,42.342186,-71.151815,Art: Art,Art,Art,NA
Seating for the Extreme Height Enabled,42.365909,-71.094766,Art: Installation,Art,Installation,NA
Secret Lion,42.350878,-71.058714,Art: Statue,Art,Statue,NA
Sedes Sapientiae,42.367264,-71.189384,Art: Architecture,Art,Architecture,NA
Seen/Not Seen,42.341821,-71.109303,Art: Art,Art,Art,NA
Self Evident ,42.353698,-71.04715,Art: Engraving,Art,Engraving,NA
Serene Fountain,42.418888,-71.25795,Art: Fountain,Art,Fountain,NA
Sgt.Angelo H.DeLuca Memorial,42.409321,-71.004843,Art: Statue,Art,Statue,NA
Shapes on an Electrical Box,42.336803,-71.223482,Art: Electrical Box,Art,Electrical Box,NA
Shattered Holy Cross Arch ,42.340838,-71.068402,"Art: Statue, religious",Art,Statue,Religious
Sheaves of Wheat,42.370202,-71.145194,Art: Sculpture,Art,Sculpture,NA
Sheaves of Wheat Statue,42.374114,-71.141342,Art: Statue,Art,Statue,NA
Shell out of Water Structure,42.349039,-71.040011,Art: Sculpture,Art,Sculpture,NA
Shellfish Flowers,42.338764,-71.099077,Art: Architecture,Art,Architecture,NA
Sherman M Fairchild Bust,42.361267,-71.092098,Art: Statue,Art,Statue,NA
Shield and Banner,42.409002,-71.122579,Art: Architecture,Art,Architecture,NA
Shillman and His Cat,42.337495,-71.090063,Art: Statue,Art,Statue,NA
Shipyard Portal East Boston,42.364117,-71.032104,Art: Mural,Art,Mural,NA
Shirley Ave Mural,42.407597,-70.992913,Art: Mural,Art,Mural,NA
Shooting Star Sculpture,42.246043,-71.002636,Art: Sculpture,Art,Sculpture,NA
Sidewalk Mosaic,42.356114,-71.10928,Art: Mosaic,Art,Mosaic,NA
Sidewalk Tile Mural,42.363378,-71.099708,Art: Mural,Art,Mural,NA
Silver Door Sculpture,42.374507,-71.143602,Art: Sculpture,Art,Sculpture,NA
Silver Jesus,42.30008,-71.169394,"Art: Statue, religious",Art,Statue,Religious
Silver Sculpture,42.34732,-71.077432,Art: Sculpture,Art,Sculpture,NA
Silver Trees Painted Power Box,42.278316,-71.13684,Art: Electrical Box,Art,Electrical Box,NA
Simmons College Sculpture,42.339234,-71.101345,Art: Sculpture,Art,Sculpture,NA
Simon Helps Carry the Cross,42.245637,-70.852801,"Art: Statue, religious",Art,Statue,Religious
Simplex Traces,42.361609,-71.101822,Art: Sculpture,Art,Sculpture,NA
Singhs Cafe Statue,42.311497,-71.275112,Art: Statue,Art,Statue,NA
Sister Catherine LabourÃ© Statue.,42.260901,-71.058285,Art: Statue,Art,Statue,NA
Sister Julie,42.341127,-71.104006,"Art: Statue, religious",Art,Statue,Religious
Sisters of Saint Margaret Memorial ,42.277865,-71.056972,"Art: Statue, religious",Art,Statue,Religious
Sitting Stump,42.376557,-71.120303,Art: Art,Art,Art,NA
Skenderian Apothecary Mural,42.374923,-71.108856,Art: Mural,Art,Mural,NA
Skull Mural,42.320813,-71.111192,Art: Mural,Art,Mural,NA
Sky Harpoon,42.365654,-71.0764,Art: Sculpture,Art,Sculpture,NA
Skyscape Powerbox,42.331579,-71.094572,Art: Electrical Box,Art,Electrical Box,NA
Slant Roof,42.337636,-71.09903,Art: Architecture,Art,Architecture,NA
Sleeping Angel,42.334209,-71.211798,"Art: Statue, funerary",Art,Statue,Funerary
Sleeping Moon,42.285439,-71.064164,Art: Sculpture,Art,Sculpture,NA
Sleeping Statue,42.363986,-71.249599,"Art: Statue, funerary",Art,Statue,Funerary
Sloan School Spring Sculpture,42.360799,-71.082968,Art: Sculpture,Art,Sculpture,NA
Slug With Saddlebag,42.255175,-70.99527,Art: Sculpture,Art,Sculpture,NA
Smiling Face Mural,42.37121,-71.237524,Art: Mural,Art,Mural,NA
Smith and Wollensky Giant Knife,42.352743,-71.052391,Art: Storefront,Art,Storefront,NA
Soap-on-a-Rope: in Steel,42.335535,-71.120172,Art: Architecture,Art,Architecture,NA
Solar Arbor,42.330853,-71.194387,Art: Installation,Art,Installation,NA
Solidarity Mural,42.368517,-71.10928,Art: Mural,Art,Mural,NA
Solomon Islands Canoe,42.378136,-71.115006,Art: Artifact,Art,Artifact,NA
Somerville Strong Mural,42.397922,-71.129534,Art: Mural,Art,Mural,NA
Song Of Solitude,42.34715,-71.07809,Art: Sculpture,Art,Sculpture,NA
Soul Revival Mural,42.343173,-71.067754,Art: Mural,Art,Mural,NA
South Boston Mural,42.334537,-71.04927,Art: Mural,Art,Mural,NA
South Cove Manor Inscription,42.249559,-70.99036,Art: Architecture,Art,Architecture,NA
South Street Youth on the Rise Mural,42.305662,-71.114994,Art: Mural,Art,Mural,NA
Southern Fried Chicken and Coca-Cola Mural,42.342651,-71.079,Art: Mural,Art,Mural,NA
Southie Boxing,42.334897,-71.057926,Art: Electrical Box,Art,Electrical Box,NA
Southie Door,42.335418,-71.056927,Art: Architecture,Art,Architecture,NA
Southie Knight Mural,42.323996,-71.04981,Art: Mural,Art,Mural,NA
SOWA Artist Guild Wheel,42.342034,-71.065465,Art: Artifact,Art,Artifact,NA
SOWA Vintage Market Mural,42.342086,-71.063487,Art: Mural,Art,Mural,NA
Spartan Bringing the Light ,42.355731,-71.056789,Art: Architecture,Art,Architecture,NA
Speaker Cabinet Box Mural,42.35016,-71.130709,Art: Electrical Box,Art,Electrical Box,NA
Spectacle Island Stone Wall,42.322453,-70.987143,Art: Architecture,Art,Architecture,NA
Spectrum Analysis,42.362074,-71.080353,Art: Tech,Art,Tech,NA
Spelling Blocks,42.354672,-71.183616,Art: Engraving,Art,Engraving,NA
Sphere Mt Pleasant ,42.418386,-71.148097,Art: Sculpture,Art,Sculpture,NA
Sphere of Joy,42.36851,-71.142654,"Art: Sculpture, funerary",Art,Sculpture,Funerary
Sphinx,42.373194,-71.145393,"Art: Sculpture, Funerary",Art,Sculpture,Funerary
Spiral,42.372208,-71.11531,Art: Sculpture,Art,Sculpture,NA
Spiral Fountain,42.346091,-71.082118,Art: Fountain,Art,Fountain,NA
Spiral Sculpture,42.348422,-71.133843,Art: Sculpture,Art,Sculpture,NA
Spiral Sculpture,42.343628,-71.087048,Art: Sculpture,Art,Sculpture,NA
Spiral Sculpture at Longy ,42.379427,-71.124235,Art: Sculpture,Art,Sculpture,NA
Spiral Sculpture In Berenberg Garden,42.336754,-71.106132,Art: Sculpture,Art,Sculpture,NA
Spirit of Air,42.330393,-71.191882,Art: Electrical Box,Art,Electrical Box,NA
Split Face Sculpture ,42.36371,-71.033895,Art: Sculpture,Art,Sculpture,NA
Split Person,42.338272,-71.092177,Art: Installation,Art,Installation,NA
Spongebob Mailbox,42.35123,-71.054374,Art: Electrical Box,Art,Electrical Box,NA
Spoons Structure,42.335636,-71.102883,Art: Sculpture,Art,Sculpture,NA
Sports Fruit Mural,42.419661,-71.134485,Art: Mural,Art,Mural,NA
Spread Eagle,42.35008,-71.069603,Art: Architecture,Art,Architecture,NA
Sprouting Green Ideas,42.337672,-71.102644,Art: Installation,Art,Installation,NA
Spy Goose,42.409363,-71.149647,Art: Engraving,Art,Engraving,NA
Squantum Sea Turtle Sculpture,42.298781,-71.012171,Art: Sculpture,Art,Sculpture,NA
Squiggly Light Art,42.349143,-71.105837,Art: Art,Art,Art,NA
Squirrel Brand Sculpture,42.367212,-71.096813,Art: Sculpture,Art,Sculpture,NA
Squirrel Ladder,42.359912,-71.101945,Art: Architecture,Art,Architecture,NA
Squirrel Pizza Yum Box,42.348759,-71.15742,Art: Electrical Box,Art,Electrical Box,NA
St Anthony Pray for Us,42.261159,-70.998781,"Art: Sculpture, religious",Art,Sculpture,Religious
St Francis Xavier Statue,42.38214,-71.321978,"Art: Statue, religious",Art,Statue,Religious
St John's Cross,42.265131,-71.210306,"Art: Statue, religious",Art,Statue,Religious
St John Statue,42.324234,-71.261911,"Art: Statue, religious",Art,Statue,Religious
St Leonard Statue,42.364489,-71.054106,"Art: Statue, religious",Art,Statue,Religious
St Paul De Parish Hope Statues,42.338812,-71.048195,"Art: Statue, religious",Art,Statue,Religious
St Theresa of Avila,42.278981,-71.158996,"Art: Statue, religious",Art,Statue,Religious
St.  Helena's Park &  Sculpture,42.340202,-71.067025,Art: Sculpture,Art,Sculpture,NA
St. Antonio Da Padova Mural,42.364779,-71.057288,Art: Mural,Art,Mural,NA
St. Camillus Jesus,42.415943,-71.192096,"Art: Statue, religious",Art,Statue,Religious
St. Francis of Assisi Statue,42.312895,-71.10288,"Art: Statue, religious",Art,Statue,Religious
St. Gabriel Statue,42.346153,-71.146082,"Art: Statue, religious",Art,Statue,Religious
St. George's Cross   ,42.462802,-70.954739,"Art: Statue, religious",Art,Statue,Religious
St. James Fountains,42.350558,-71.073708,Art: Fountain,Art,Fountain,NA
St. James Statue,42.350094,-71.061842,"Art: Statue, religious",Art,Statue,Religious
St. John's Christ King Statue,42.39385,-71.127313,"Art: Statue, religious",Art,Statue,Religious
St. John's Crucifix,42.394019,-71.126962,"Art: Statue, religious",Art,Statue,Religious
St. John's Mary with Lilies,42.394255,-71.127727,"Art: Statue, religious",Art,Statue,Religious
St. John's Nativity Statues,42.393916,-71.126662,"Art: Statue, religious",Art,Statue,Religious
St. John's Virgin Mary,42.394201,-71.127104,"Art: Statue, religious",Art,Statue,Religious
St. John Statue,42.250683,-71.275302,"Art: Statue, religious",Art,Statue,Religious
St. Joseph And Jesus,42.245186,-70.85193,"Art: Statue, religious",Art,Statue,Religious
St. Joseph Statue,42.408358,-71.051424,"Art: Statue, religious",Art,Statue,Religious
St. Joseph Statue,42.364584,-71.221865,"Art: Statue, religious",Art,Statue,Religious
St. Joseph Statue,42.482647,-71.098419,"Art: Statue, religious",Art,Statue,Religious
St. Joseph Statue,42.378319,-71.237776,"Art: Statue, religious",Art,Statue,Religious
St. Joseph Statue,42.291734,-71.062843,"Art: Statue, religious",Art,Statue,Religious
St. Joseph Statue,42.345814,-71.066095,"Art: Statue, religious",Art,Statue,Religious
St. Margaret Statue,42.449003,-71.007262,"Art: Statue, religious",Art,Statue,Religious
St. Mark's Fountain,42.291471,-71.063497,Art: Fountain,Art,Fountain,NA
St. Mary of the Angels ,42.313536,-71.09503,"Art: Statue, religious",Art,Statue,Religious
St. Mary Sculpture,42.332967,-71.101131,"Art: Statue, religious",Art,Statue,Religious
St. Mary Statue,42.335033,-71.118854,"Art: Statue, religious",Art,Statue,Religious
St. Mary Statue,42.308907,-71.243969,"Art: Statue, religious",Art,Statue,Religious
St. Paul Lutheran Statue,42.413109,-71.187208,"Art: Statue, religious",Art,Statue,Religious
St. Paul Statue,42.343201,-71.116097,"Art: Statue, religious",Art,Statue,Religious
St.John's Memorial Statue,42.394112,-71.127343,"Art: Statue, religious",Art,Statue,Religious
Stack of Cannons Erected by Theodore Winthrop Post C.A.R,42.421278,-71.037286,"Art: Sculpture, Funerary",Art,Sculpture,Funerary
Stained Glass Apartment Building,42.348868,-71.130659,Art: Glass,Art,Glass,NA
Stained Glass At First Parish,42.327131,-71.130901,Art: Glass,Art,Glass,NA
Stained Glass Jesus,42.333489,-71.046846,"Art: Statue, religious",Art,Statue,Religious
Stained Glass On Temple,42.34446,-71.125779,Art: Glass,Art,Glass,NA
Stained Glass Window,42.339219,-71.093479,Art: Glass,Art,Glass,NA
Standing on the Shoulders of Giants,42.350638,-71.166924,Art: Misc,Art,Misc,NA
Star Fountain,42.322348,-71.074746,Art: Fountain,Art,Fountain,NA
Star Motif,42.363607,-71.099697,Art: Relief,Art,Relief,NA
Star Switch,42.426544,-71.067024,Art: Electrical Box,Art,Electrical Box,NA
Starflower,42.321994,-71.16655,Art: Architecture,Art,Architecture,NA
Starry Night Boston,42.349472,-71.049021,Art: Installation,Art,Installation,NA
Stars and Stripes Mural,42.338488,-71.05485,Art: Mural,Art,Mural,NA
Starscape Façade,42.339415,-71.156483,Art: Architecture,Art,Architecture,NA
State Street Sea Glass ,42.359258,-71.051537,Art: Mural,Art,Mural,NA
Stations of The Cross,42.346469,-71.146169,"Art: Statue, religious",Art,Statue,Religious
Statue at St. John's,42.343618,-71.162785,"Art: Statue, religious",Art,Statue,Religious
Statue in St Paul's Cemetery,42.404956,-71.135005,"Art: Statue, funerary",Art,Statue,Funerary
Statue in St. Paul's Cemetery,42.406758,-71.135687,"Art: Statue, funerary",Art,Statue,Funerary
Statue of Alexander Hamilton,42.353454,-71.072449,Art: Statue,Art,Statue,NA
Statue of Colonel John Glover ,42.352821,-71.074734,Art: Statue,Art,Statue,NA
